Id,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,SalePrice,Lot Shape_ord,Exter Qual_ord,Exter Cond_ord,Bsmt Qual_ord,Bsmt Cond_ord,Bsmt Exposure_ord,BsmtFin Type 1_ord,BsmtFin Type 2_ord,Heating QC_ord,Pool QC_ord,Kitchen Qual_ord,Functional_ord,Fireplace Qu_ord,Garage Qual_ord,Garage Cond_ord,Fence_ord,1st Flr SF + 2nd Flr SF,Lot Area_sqrt,Gr Liv Area_sqrt,1st Flr SF_sqrt,2nd Flr SF_sqrt,Mas Vnr Area_sqrt,Total Bsmt SF_sqrt,Garage Area_sqrt
1684,20,RL,65.0,7150,Pave,No Feature,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1966,1966,Hip,CompShg,HdBoard,HdBoard,BrkFace,52.0,TA,TA,CBlock,TA,TA,No,BLQ,725.0,Unf,0.0,263.0,988.0,GasA,TA,Y,SBrkr,988,0,0,988,1.0,0.0,1,0,3,1,TA,5,Typ,0,No Feature,Detchd,1974.0,Unf,1.0,360.0,TA,TA,Y,0,0,0,0,0,0,No Feature,No Feature,No Feature,0,129250.0,4,3,3,3,3,1,4,1,3,0,3,8,0,3,3,0,988,84.55767262643882,31.432467291003423,31.432467291003423,0.0,7.211102550927978,31.432467291003423,18.973665961010276
301,20,RL,100.0,15602,Pave,No Feature,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,7,8,1959,1997,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,1247.0,Unf,0.0,254.0,1501.0,GasA,TA,Y,SBrkr,1801,0,0,1801,1.0,0.0,2,0,1,1,TA,6,Typ,2,TA,Attchd,1959.0,Fin,2.0,484.0,TA,TA,Y,0,54,0,0,161,0,No Feature,GdWo,No Feature,0,289000.0,3,3,3,3,3,1,5,1,3,0,3,8,3,3,3,2,1801,124.90796611905904,42.43819034784589,42.43819034784589,0.0,0.0,38.742741255621034,22.0
1569,90,RL,76.0,10260,Pave,No Feature,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,2Story,5,4,1976,1976,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,No Feature,No Feature,No Feature,No Feature,0.0,No Feature,0.0,0.0,0.0,GasA,TA,Y,SBrkr,936,936,0,1872,0.0,0.0,2,2,4,2,TA,8,Typ,0,No Feature,Attchd,1976.0,Unf,2.0,484.0,TA,TA,Y,0,0,0,0,0,0,No Feature,No Feature,No Feature,0,100000.0,4,3,3,0,0,0,0,0,3,0,3,8,0,3,3,0,1872,101.2916580968048,43.266615305567875,30.59411708155671,30.59411708155671,0.0,0.0,22.0
2153,60,RL,0.0,12728,Pave,No Feature,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,256.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,1198.0,Unf,0.0,333.0,1531.0,GasA,Ex,Y,SBrkr,1531,908,0,2439,1.0,0.0,2,1,4,1,Gd,7,Typ,1,TA,Attchd,2001.0,Fin,2.0,560.0,TA,TA,Y,184,121,0,0,0,0,No Feature,No Feature,No Feature,0,275000.0,4,4,3,4,3,2,6,1,5,0,4,8,3,3,3,0,2439,112.81843820936363,49.38623289946298,39.1279950930277,30.133038346638727,16.0,39.1279950930277,23.664319132398465
1467,60,RL,96.0,11690,Pave,No Feature,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,192.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,850.0,850.0,GasA,Ex,Y,SBrkr,886,878,0,1764,0.0,0.0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1999.0,Unf,2.0,560.0,TA,TA,Y,120,29,0,0,0,0,No Feature,No Feature,No Feature,0,207000.0,3,4,3,4,3,3,1,1,5,0,4,8,3,3,3,0,1764,108.12030336620407,42.0,29.765752132274432,29.631064780058107,13.856406460551018,29.154759474226502,23.664319132398465
2540,20,RL,71.0,9230,Pave,No Feature,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,8,1965,1998,Hip,CompShg,MetalSd,MetalSd,BrkFace,166.0,TA,TA,CBlock,TA,TA,Mn,GLQ,661.0,Unf,0.0,203.0,864.0,GasA,Gd,Y,SBrkr,1200,0,0,1200,1.0,0.0,1,1,1,1,Gd,6,Typ,0,No Feature,Detchd,1977.0,Unf,2.0,884.0,TA,TA,Y,0,64,0,0,0,0,No Feature,MnPrv,No Feature,0,146000.0,4,3,3,3,3,2,6,1,4,0,4,8,0,3,3,3,1200,96.0728889958036,34.64101615137755,34.64101615137755,0.0,12.884098726725126,29.393876913398138,29.732137494637012
2368,160,RM,21.0,1890,Pave,No Feature,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,7,1972,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,380.0,TA,TA,CBlock,TA,TA,No,ALQ,282.0,Unf,0.0,212.0,494.0,GasA,Ex,Y,SBrkr,494,536,0,1030,0.0,0.0,1,1,3,1,TA,6,Typ,0,No Feature,Detchd,1973.0,Unf,1.0,264.0,TA,TA,Y,0,0,0,0,0,0,No Feature,No Feature,No Feature,0,116000.0,4,3,3,3,3,1,5,1,5,0,3,8,0,3,3,0,1030,43.474130238568314,32.09361307176243,22.22611077089287,23.15167380558045,19.493588689617926,22.22611077089287,16.24807680927192
874,60,RL,0.0,9375,Pave,No Feature,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,573.0,TA,TA,PConc,Gd,TA,No,GLQ,739.0,Unf,0.0,318.0,1057.0,GasA,Ex,Y,SBrkr,1057,977,0,2034,1.0,0.0,2,1,3,1,Gd,8,Typ,0,No Feature,Attchd,1998.0,RFn,2.0,645.0,TA,TA,Y,576,36,0,0,0,0,No Feature,GdPrv,No Feature,0,219500.0,4,3,3,4,3,1,6,1,5,0,4,8,0,3,3,4,2034,96.82458365518542,45.09988913511872,32.51153641401772,31.25699921617557,23.93741840717165,32.51153641401772,25.39685019840059
463,120,RL,48.0,3480,Pave,No Feature,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,Stone,163.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1405.0,1405.0,GasA,Ex,Y,SBrkr,1405,0,0,1405,0.0,0.0,2,0,2,1,Gd,6,Typ,1,TA,Attchd,2003.0,RFn,2.0,478.0,TA,TA,Y,148,36,0,0,0,0,No Feature,No Feature,No Feature,0,173000.0,4,4,3,4,3,1,1,1,5,0,4,8,3,3,3,0,1405,58.9915248150105,37.48332962798263,37.48332962798263,0.0,12.767145334803704,37.48332962798263,21.863211109075447
784,20,RL,0.0,17140,Pave,No Feature,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,6,1956,1956,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,1059.0,Unf,0.0,75.0,1134.0,GasA,Ex,Y,FuseA,1229,0,0,1229,0.0,0.0,1,0,3,1,TA,6,Typ,0,No Feature,Attchd,1956.0,RFn,1.0,284.0,TA,TA,Y,0,0,0,0,0,0,No Feature,No Feature,No Feature,0,135000.0,4,3,3,3,3,1,5,1,5,0,3,8,0,3,3,0,1229,130.91982279242512,35.05709628591621,35.05709628591621,0.0,0.0,33.67491648096547,16.852299546352718
2149,60,RL,70.0,8749,Pave,No Feature,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,654.0,Unf,0.0,325.0,979.0,GasA,Ex,Y,SBrkr,992,940,0,1932,1.0,0.0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2003.0,RFn,2.0,610.0,TA,TA,Y,0,120,0,0,0,0,No Feature,No Feature,No Feature,0,213000.0,4,4,3,4,3,1,6,1,5,0,4,8,4,3,3,0,1932,93.53608929178085,43.95452195167182,31.496031496047245,30.659419433511783,0.0,31.28897569432403,24.698178070456937
2069,20,RL,91.0,11375,Pave,No Feature,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,6,5,1954,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,736.0,Unf,0.0,231.0,967.0,GasA,TA,Y,SBrkr,1299,0,0,1299,0.0,0.0,1,0,3,1,Gd,6,Typ,1,TA,Attchd,1954.0,Unf,2.0,494.0,TA,TA,Y,81,0,280,0,0,0,No Feature,No Feature,No Feature,0,150000.0,4,3,3,3,3,1,3,1,3,0,4,8,3,3,3,0,1299,106.6536450385077,36.0416425818802,36.0416425818802,0.0,0.0,31.096623610932426,22.22611077089287
1743,120,RL,53.0,3922,Pave,No Feature,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,72.0,Gd,TA,PConc,Ex,TA,Av,Unf,0.0,Unf,0.0,1258.0,1258.0,GasA,Ex,Y,SBrkr,1402,0,0,1402,0.0,2.0,0,2,2,1,Gd,7,Typ,1,Gd,Attchd,2006.0,Fin,3.0,648.0,TA,TA,Y,120,16,0,0,0,0,No Feature,No Feature,No Feature,0,194201.0,4,4,3,5,3,3,1,1,5,0,4,8,4,3,3,0,1402,62.625873247404705,37.44329045369811,37.44329045369811,0.0,8.48528137423857,35.4682957019364,25.45584412271571
472,120,RL,43.0,3182,Pave,No Feature,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,Gd,TA,PConc,Gd,TA,No,GLQ,16.0,Unf,0.0,1330.0,1346.0,GasA,Ex,Y,SBrkr,1504,0,0,1504,0.0,0.0,2,0,1,1,Gd,7,Typ,1,Gd,Attchd,2005.0,Fin,2.0,457.0,TA,TA,Y,156,0,0,0,0,0,No Feature,No Feature,No Feature,0,181000.0,4,4,3,4,3,1,6,1,5,0,4,8,4,3,3,0,1504,56.40921910468182,38.781438859330635,38.781438859330635,0.0,4.0,36.68787265568828,21.37755832643195
1921,20,RL,75.0,9750,Pave,No Feature,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1958,1958,Gable,CompShg,MetalSd,MetalSd,BrkFace,243.0,TA,TA,CBlock,TA,TA,No,Rec,608.0,Unf,0.0,834.0,1442.0,GasA,Gd,Y,SBrkr,1442,0,0,1442,0.0,0.0,1,1,4,1,TA,7,Typ,0,No Feature,Attchd,1958.0,RFn,1.0,301.0,TA,TA,Y,0,0,275,0,0,0,No Feature,No Feature,Shed,500,157900.0,4,3,3,3,3,1,3,1,4,0,3,8,0,3,3,0,1442,98.74208829065749,37.97367509209505,37.97367509209505,0.0,15.588457268119896,37.97367509209505,17.349351572897472
2778,60,RL,72.0,13426,Pave,No Feature,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,894.0,Unf,0.0,57.0,951.0,GasA,Ex,Y,SBrkr,951,828,0,1779,1.0,0.0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1999.0,Fin,2.0,586.0,TA,TA,Y,208,107,0,0,0,0,No Feature,No Feature,No Feature,0,217000.0,3,4,3,4,3,2,6,1,5,0,4,8,3,3,3,0,1779,115.87061750072795,42.17819341792628,30.83828789021855,28.77498913987632,0.0,30.83828789021855,24.20743687382041
526,60,FV,85.0,10574,Pave,No Feature,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0.0,Unf,0.0,1082.0,1082.0,GasA,Ex,Y,SBrkr,1082,871,0,1953,0.0,0.0,2,1,3,1,Gd,9,Typ,1,Gd,Attchd,2005.0,RFn,3.0,1043.0,TA,TA,Y,160,50,0,0,0,0,No Feature,No Feature,No Feature,0,252000.0,4,4,3,4,3,2,1,1,5,0,4,8,4,3,3,0,1953,102.82995672468213,44.19275958796871,32.89376840679705,29.512709126747414,0.0,32.89376840679705,32.29551052391029
2795,60,RL,70.0,8726,Pave,No Feature,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,872.0,872.0,GasA,Ex,Y,SBrkr,872,1037,0,1909,0.0,0.0,2,1,4,1,Gd,8,Typ,0,No Feature,BuiltIn,2002.0,RFn,2.0,529.0,TA,TA,Y,0,108,0,0,0,0,No Feature,No Feature,No Feature,0,197000.0,4,4,3,4,3,1,1,1,5,0,4,8,0,3,3,0,1909,93.41306118525397,43.69210454990696,29.5296461204668,32.202484376209235,0.0,29.5296461204668,23.0
478,60,RL,62.0,7984,Pave,No Feature,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,200.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,868.0,868.0,GasA,Ex,Y,SBrkr,868,762,0,1630,0.0,0.0,2,1,3,1,Gd,7,Typ,1,Gd,BuiltIn,2004.0,Fin,2.0,436.0,TA,TA,Y,120,48,0,0,0,0,No Feature,No Feature,No Feature,0,189500.0,3,4,3,4,3,1,1,1,5,0,4,8,4,3,3,0,1630,89.3532316147547,40.3732584763727,29.46183972531247,27.60434748368452,14.142135623730951,29.46183972531247,20.8806130178211
2841,50,RL,45.0,8248,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,1918,1950,Gable,CompShg,Stucco,Stucco,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,686.0,686.0,GasW,Gd,Y,SBrkr,686,564,0,1250,0.0,1.0,1,1,3,1,Fa,7,Typ,0,No Feature,Detchd,1955.0,Unf,1.0,280.0,TA,TA,P,207,0,96,0,0,0,No Feature,No Feature,No Feature,0,116000.0,4,3,3,3,3,1,1,1,4,0,2,8,0,3,3,0,1250,90.81850031794183,35.35533905932738,26.19160170741759,23.748684174075834,0.0,26.19160170741759,16.73320053068151
119,20,RL,0.0,9790,Pave,No Feature,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,6,5,1963,1963,Hip,CompShg,HdBoard,HdBoard,BrkFace,451.0,TA,TA,CBlock,TA,TA,No,ALQ,569.0,Rec,81.0,678.0,1328.0,GasA,TA,Y,SBrkr,1328,0,0,1328,1.0,0.0,1,1,3,1,TA,6,Typ,2,Gd,Attchd,1963.0,Unf,2.0,528.0,TA,TA,Y,0,26,0,0,0,0,No Feature,No Feature,No Feature,0,143000.0,4,3,3,3,3,1,5,3,3,0,3,8,4,3,3,0,1328,98.94442884771229,36.4417343165772,36.4417343165772,0.0,21.236760581595302,36.4417343165772,22.978250586152114
1960,20,RL,60.0,7200,Pave,No Feature,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1950,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,534.0,Rec,96.0,246.0,876.0,GasA,TA,Y,SBrkr,988,0,0,988,0.0,0.0,1,0,3,1,TA,6,Typ,0,No Feature,Attchd,1950.0,Unf,1.0,276.0,TA,TA,Y,0,80,0,0,0,0,No Feature,No Feature,No Feature,0,119000.0,4,3,3,3,3,1,4,3,3,0,3,8,0,3,3,0,988,84.8528137423857,31.432467291003423,31.432467291003423,0.0,0.0,29.597297173897484,16.61324772583615
1277,50,RL,60.0,7200,Pave,No Feature,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,6,5,1954,1954,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,673.0,Unf,0.0,181.0,854.0,GasA,Fa,Y,FuseA,854,424,0,1278,0.0,0.0,1,0,4,1,TA,6,Typ,0,No Feature,Attchd,1954.0,Unf,1.0,240.0,TA,TA,Y,0,0,0,0,0,0,No Feature,MnWw,No Feature,0,127500.0,4,3,3,3,3,1,3,1,2,0,3,8,0,3,3,1,1278,84.8528137423857,35.749125863438955,29.223278392404914,20.591260281974,0.0,29.223278392404914,15.491933384829668
2466,60,FV,65.0,8125,Pave,No Feature,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,858.0,858.0,GasA,Ex,Y,SBrkr,858,858,0,1716,0.0,0.0,2,1,3,1,Gd,7,Typ,0,No Feature,Attchd,2005.0,RFn,2.0,615.0,TA,TA,Y,0,53,0,0,0,0,No Feature,No Feature,No Feature,0,200825.0,4,4,3,4,3,1,1,1,5,0,4,8,0,3,3,0,1716,90.13878188659973,41.42463035441596,29.29163703175362,29.29163703175362,0.0,29.29163703175362,24.79919353527449
2844,30,RL,60.0,8088,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Feedr,Norm,1Fam,1Story,2,3,1922,1955,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,498.0,498.0,GasA,TA,N,FuseF,498,0,0,498,0.0,0.0,1,0,1,1,TA,3,Typ,0,No Feature,Detchd,1922.0,Unf,1.0,216.0,Fa,Fa,N,0,0,100,0,0,0,No Feature,No Feature,No Feature,0,35000.0,4,3,3,3,3,1,1,1,3,0,3,8,0,2,2,0,498,89.93330862366847,22.315913604421397,22.315913604421397,0.0,0.0,22.315913604421397,14.696938456699069
1028,60,RL,0.0,12511,Pave,No Feature,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,7,1978,1978,Mansard,WdShake,Plywood,Plywood,BrkFace,168.0,Gd,TA,PConc,Gd,TA,No,ALQ,988.0,Unf,0.0,432.0,1420.0,GasA,Ex,Y,SBrkr,1420,1420,0,2840,0.0,1.0,2,1,4,1,Gd,8,Min2,2,Gd,Attchd,1978.0,Fin,4.0,1314.0,TA,Gd,Y,0,16,0,0,208,0,No Feature,MnPrv,No Feature,0,292500.0,3,4,3,4,3,1,5,1,5,0,4,6,4,3,4,3,2840,111.85258155268478,53.291650377896914,37.68288736283355,37.68288736283355,12.96148139681572,37.68288736283355,36.24913792078372
1043,160,RM,21.0,1869,Pave,No Feature,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,6,1970,1970,Gable,CompShg,HdBoard,HdBoard,BrkFace,127.0,TA,TA,CBlock,TA,TA,No,Rec,321.0,Unf,0.0,162.0,483.0,GasA,TA,Y,SBrkr,483,504,0,987,0.0,0.0,1,1,2,1,TA,5,Typ,0,No Feature,Detchd,1987.0,Unf,1.0,280.0,TA,TA,Y,0,0,0,0,0,0,No Feature,No Feature,No Feature,0,106000.0,4,3,3,3,3,1,3,1,3,0,3,8,0,3,3,0,987,43.23193264243457,31.416556144810016,21.97726097583591,22.44994432064365,11.269427669584644,21.97726097583591,16.73320053068151
231,30,RL,94.0,9259,Pave,No Feature,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,4,4,1927,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0.0,Unf,0.0,660.0,660.0,GasA,TA,N,SBrkr,756,0,0,756,0.0,0.0,1,0,2,1,TA,4,Typ,0,No Feature,Detchd,1945.0,Unf,2.0,440.0,TA,TA,N,80,0,0,0,0,0,No Feature,No Feature,No Feature,0,85000.0,4,3,3,2,3,1,1,1,3,0,3,8,0,3,3,0,756,96.22369770487933,27.49545416973504,27.49545416973504,0.0,0.0,25.69046515733026,20.97617696340303
461,20,RL,129.0,16770,Pave,No Feature,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2002,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,270.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1196.0,Unf,0.0,516.0,1712.0,GasA,Ex,Y,SBrkr,1712,0,0,1712,1.0,0.0,2,0,3,1,Gd,8,Typ,1,Gd,Attchd,2002.0,RFn,3.0,701.0,TA,TA,Y,218,183,0,0,0,0,No Feature,No Feature,No Feature,0,286500.0,4,4,3,5,3,4,6,1,5,0,4,8,4,3,3,0,1712,129.4990347454374,41.376321731154405,41.376321731154405,0.0,16.431676725154983,41.376321731154405,26.476404589747453
33,120,RL,53.0,4043,Pave,No Feature,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,1Story,6,5,1977,1977,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,360.0,Unf,0.0,709.0,1069.0,GasA,TA,Y,SBrkr,1069,0,0,1069,0.0,0.0,2,0,2,1,TA,4,Typ,1,Fa,Attchd,1977.0,RFn,2.0,440.0,TA,TA,Y,0,55,0,0,165,0,No Feature,No Feature,No Feature,0,127500.0,4,3,3,4,3,1,5,1,3,0,3,8,2,3,3,0,1069,63.58458932791813,32.69556544854363,32.69556544854363,0.0,0.0,32.69556544854363,20.97617696340303
1795,20,FV,75.0,9000,Pave,No Feature,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1335.0,1335.0,GasA,Ex,Y,SBrkr,1335,0,0,1335,0.0,0.0,2,0,3,1,Gd,6,Typ,0,No Feature,Attchd,2007.0,RFn,2.0,575.0,TA,TA,Y,0,210,0,0,0,0,No Feature,No Feature,No Feature,0,210400.0,4,4,3,4,3,1,1,1,5,0,4,8,0,3,3,0,1335,94.86832980505137,36.53765181289022,36.53765181289022,0.0,0.0,36.53765181289022,23.979157616563597
1073,120,RL,62.0,12677,Pave,No Feature,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2003,2004,Hip,CompShg,MetalSd,MetalSd,BrkFace,472.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1218.0,Unf,0.0,300.0,1518.0,GasA,Ex,Y,SBrkr,1518,0,0,1518,0.0,0.0,1,1,1,1,Ex,6,Typ,1,Gd,Attchd,2003.0,RFn,2.0,588.0,TA,TA,Y,185,140,0,0,0,0,No Feature,No Feature,No Feature,0,274000.0,3,5,3,5,3,4,6,1,5,0,5,8,4,3,3,0,1518,112.5921844534513,38.961519477556315,38.961519477556315,0.0,21.72556098240043,38.961519477556315,24.24871130596428
1576,60,RL,107.0,12852,Pave,No Feature,IR1,HLS,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,770.0,Unf,0.0,150.0,920.0,GasA,Ex,Y,SBrkr,920,860,0,1780,1.0,0.0,2,1,3,1,Gd,6,Typ,1,Gd,Attchd,2007.0,Fin,2.0,612.0,TA,TA,Y,0,192,0,0,0,0,No Feature,No Feature,No Feature,0,264966.0,3,4,3,4,3,3,6,1,5,0,4,8,4,3,3,0,1780,113.3666617661471,42.190046219457976,30.331501776206203,29.32575659723036,0.0,30.331501776206203,24.73863375370596
2044,50,RM,60.0,10320,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Artery,Norm,1Fam,1.5Fin,4,1,1910,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Fa,Fa,CBlock,TA,Fa,No,Unf,0.0,Unf,0.0,771.0,771.0,GasA,Fa,Y,SBrkr,866,504,114,1484,0.0,0.0,2,0,3,1,TA,6,Sal,0,No Feature,Detchd,1910.0,Unf,1.0,264.0,TA,Fa,N,14,211,0,0,84,0,No Feature,No Feature,No Feature,0,50000.0,4,2,2,3,2,1,1,1,2,0,3,1,0,3,2,0,1370,101.58740079360236,38.52272056851645,29.427877939124322,22.44994432064365,0.0,27.76688675382964,16.24807680927192
185,50,RM,60.0,10800,Pave,No Feature,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,6,1915,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,PConc,Fa,TA,No,LwQ,686.0,Unf,0.0,0.0,686.0,GasA,TA,Y,SBrkr,966,686,0,1652,1.0,0.0,2,0,4,1,TA,7,Typ,0,No Feature,Detchd,1961.0,Unf,1.0,416.0,TA,TA,Y,0,0,196,0,0,0,No Feature,No Feature,Shed,1200,139000.0,4,3,4,2,3,1,2,1,3,0,3,8,0,3,3,0,1652,103.92304845413264,40.64480286580315,31.080540535840107,26.19160170741759,0.0,26.19160170741759,20.396078054371138
1828,60,RL,0.0,19522,Pave,No Feature,IR1,Bnk,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,2Story,7,5,1990,1990,Gable,CompShg,HdBoard,HdBoard,BrkFace,272.0,Gd,TA,PConc,Gd,TA,No,GLQ,727.0,Unf,0.0,496.0,1223.0,GasA,Gd,Y,SBrkr,1271,1232,0,2503,1.0,0.0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1990.0,RFn,2.0,564.0,TA,TA,Y,0,99,0,0,182,0,No Feature,No Feature,No Feature,0,300000.0,3,4,3,4,3,1,6,1,4,0,4,8,3,3,3,0,2503,139.7211508684351,50.02999100539596,35.651086939951774,35.09985754956849,16.492422502470642,34.97141690009142,23.748684174075834
